,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
PI16,49.4751719500823,-1.17799942025201,0.200927366421606,-5.86281222529047,4.55092775352383e-09,1.03772816908947e-07,downregulated
FAM3D,4.55807417836094,-1.17132625746877,0.266548107766745,-4.39442720971704,1.11065210001086e-05,8.24153301912426e-05,downregulated
PGA4,16.4990235205277,-1.16166857393012,0.38319773767953,-3.03151208815755,0.00243332177051432,0.00767022561947098,downregulated
DCANP1,2.73384060686492,-1.16051367432162,0.477438208049315,-2.43070968086774,0.0150692838211597,0.0353392379239186,downregulated
UPK2,1.28789230830236,-1.16025833107361,0.376835405155296,-3.07895254851508,0.0020772976539364,0.00674409104871438,downregulated
HSPB1,278.400707950292,-1.15873912923622,0.202896864170044,-5.71097603689479,1.12330063854881e-08,2.30577629363234e-07,downregulated
RAB17,3.09019695822495,-1.15831308596884,0.383869653091942,-3.01746459153261,0.00254898817909148,0.00796535141301096,downregulated
A4GALT,2.98505895674084,-1.15319398752556,0.402565654463763,-2.86461096404677,0.00417521842006132,0.0120048366072423,downregulated
OR6C68,0.35685697852924,-1.15221343165089,1.00423047358159,-1.14735955735492,0.251233048633406,NA,notsignificant
SEZ6L,17.9209519850687,-1.15038360875108,0.217409052339728,-5.2913326118246,1.21428297291634e-07,1.78445078191347e-06,downregulated
GLOD5,3.42946762605499,-1.14820631832684,0.302206598462882,-3.79940849791823,0.000145041850700209,0.00071320497031007,downregulated
GNG14,0.164514349032098,-1.14770426663763,1.40219619823216,-0.81850476280325,0.413069023556381,NA,notsignificant
NPBWR1,1.46148435282985,-1.14484480817472,0.432104557184907,-2.64946247184525,0.00806199254287001,0.0209123904548625,downregulated
FAM221B,2.57756663029711,-1.14153639295294,0.350256237977137,-3.25914650241706,0.00111747945711968,0.00399297530686327,downregulated
CD200R1L,3.2216362440809,-1.14020986844813,0.334897827032051,-3.40464994518762,0.000662489179779747,0.0025691792792751,downregulated
GATA2,191.193323112527,-1.13989588865223,0.16579490468906,-6.87533727764462,6.18433635876395e-12,2.65072436024925e-10,downregulated
GGTLC2,1.53128918276701,-1.12474336808569,0.392206219202852,-2.86773465849597,0.00413422096523982,0.0119078793305996,downregulated
ADAMTS5,16.3101906899486,-1.12374748441278,0.256579950919031,-4.37971665513104,1.1883372245887e-05,8.73874457395663e-05,downregulated
IL34,3.90009163064708,-1.12186332956361,0.360599380618366,-3.11110720057201,0.00186387261863052,0.00615998437315709,downregulated
XAGE1A,0.129993070983368,-1.11918970990482,1.29552591309366,-0.863888324110975,0.387649241445594,NA,notsignificant
MLXIPL,2.6679829600622,-1.11401424210972,0.345159545265285,-3.22753421538294,0.00124862107345957,0.00438332226295225,downregulated
GPSM1,23.4137736123207,-1.10252439338208,0.159895894178933,-6.89526394060057,5.37648840306948e-12,2.32662365942444e-10,downregulated
KISS1R,5.9271809650256,-1.09953547538177,0.20503796999343,-5.36259442783698,8.20350587625185e-08,1.26132854736623e-06,downregulated
FCGBP,81.6728110122866,-1.09817968450055,0.219550402878849,-5.00194793587578,5.67539193928738e-07,6.59855784653929e-06,downregulated
ARPIN-AP3S2,28.9303431550774,-1.09808562377319,0.44828261452899,-2.4495387244204,0.0143039327892753,0.0338503218183955,downregulated
TNNC1,5.272297782077,-1.09230677377726,0.245096226586685,-4.45664459624365,8.32524538592806e-06,6.41022529672699e-05,downregulated
NLRP4,4.03157217763254,-1.08670312212938,0.322546969263189,-3.36913140003081,0.000754054718572325,0.00286168901390068,downregulated
PRR36,1.14233171187329,-1.08579993238169,0.372140237007843,-2.91771709802723,0.00352604096924761,0.0104469699684653,downregulated
RPLP2,8214.95461566674,-1.08570903005642,0.159951734353676,-6.7877290261559,1.13912341920446e-11,4.51685017456357e-10,downregulated
MS4A2,53.4514178281762,-1.07828374665237,0.223615027452504,-4.82205404053802,1.42087436635129e-06,1.41709586388122e-05,downregulated
CLEC10A,193.486482717847,-1.07750433306334,0.189840748639594,-5.67583272181964,1.38015599122658e-08,2.76061868378454e-07,downregulated
TMIE,10.1490246022978,-1.07628277679578,0.215372302796688,-4.99731285230208,5.81347121335614e-07,6.73883507938424e-06,downregulated
FNDC10,37.5338395969888,-1.07085670441922,0.211139877005597,-5.07178804689193,3.94095182736159e-07,4.82947684112753e-06,downregulated
STMN3,332.422407244117,-1.07059727748521,0.147792897782882,-7.24390206529406,4.35956274228623e-13,2.28768702920998e-11,downregulated
P3H3,13.8858703782518,-1.07003688196853,0.18989980476158,-5.63474450809453,1.75318056731299e-08,3.38998459428232e-07,downregulated
OR2W3,102.990790190212,-1.06269353262673,0.231489194552367,-4.59068309724638,4.41797697699737e-06,3.74622805180908e-05,downregulated
CLEC4F,20.1749543927402,-1.06169247677817,0.374765607758255,-2.83295066249255,0.00461205038269434,0.0130873472555586,downregulated
CROCC2,5.9734054344968,-1.054411940717,0.293225975883353,-3.59590223049151,0.000323269204407548,0.00139455840348542,downregulated
PDZK1IP1,274.373629841248,-1.05298897275957,0.208343779547727,-5.05409364774604,4.32439398130595e-07,5.23522128120173e-06,downregulated
VPS37D,1.57768098014462,-1.05150744951284,0.368569919325958,-2.85293887096332,0.00433169532285589,0.0123953551425929,downregulated
CCL4L1,152.940610876483,-1.05142871190657,0.202676708727732,-5.1877135686026,2.1289171127651e-07,2.868620199401e-06,downregulated
PID1,165.389682850857,-1.04727242162411,0.221902740922629,-4.71951097706029,2.364122891917e-06,2.19942843929147e-05,downregulated
TTR,2.96362579177082,-1.04671002759154,0.521414681389945,-2.00744256913002,0.044702559981989,0.0877861333910511,notsignificant
NOP53,2392.97894493386,-1.04644774183721,0.137868306522699,-7.59019798117937,3.19417063732356e-14,1.96250716085661e-12,downregulated
CHADL,5.03848369272092,-1.04622885930962,0.23070992295721,-4.53482384242167,5.76515821892637e-06,4.70464090014109e-05,downregulated
CNFN,4.18559922665078,-1.04411702900044,0.270137888172108,-3.86512619931057,0.000111031775191196,0.000569722802489003,downregulated
SLC4A3,8.11557247025933,-1.04162863598413,0.236980205146182,-4.39542465304898,1.10556408407297e-05,8.21054646925806e-05,downregulated
HBA1,22892.5568234853,-1.04096734212343,0.262707348585811,-3.96245993013556,7.41814601868261e-05,0.000406271568689761,downregulated
SIGLEC8,58.8080939727192,-1.03985777104546,0.333972412951919,-3.11360379096689,0.00184817492537325,0.00611147042736392,downregulated
ID3,46.0189837964587,-1.03869908091972,0.177784580765699,-5.84245875793142,5.14359231570797e-09,1.15888546767678e-07,downregulated
LCN6,0.260433541021523,-1.03832686696427,1.09350617039759,-0.949539101902591,0.342346494558232,NA,notsignificant
EEF1A2,3.11528024154533,-1.03427936122707,0.273810022616153,-3.77736122054597,0.000158498771404002,0.000768874934738574,downregulated
TEX101,3.78531626988486,-1.03171741330157,0.314376017133318,-3.28179427524222,0.00103148830858276,0.00372943412956555,downregulated
PLVAP,82.9709846977499,-1.03030644972836,0.248982553582742,-4.13806684405288,3.50244342990806e-05,0.000215836398638605,downregulated
PTPRCAP,416.175015831087,-1.02340966100556,0.299405826553963,-3.41813542102564,0.000630517268235891,0.00246483645228719,downregulated
FAAH,96.3440354758767,-1.02291480316591,0.146102802769838,-7.0013359345156,2.53533208400235e-12,1.16729023468568e-10,downregulated
PNMA6A,6.00052529912472,-1.02135418253458,0.348170508859212,-2.93348849642971,0.0033517607471255,0.0100060809224311,downregulated
SPEGNB,0.40574393620536,-1.02119990210313,0.638865041094115,-1.59845951244136,0.109940749103885,NA,notsignificant
MAL,297.024049929699,-1.02091637513933,0.183775477972962,-5.55523721880639,2.77234998028147e-08,5.03012685908786e-07,downregulated
CKLF-CMTM1,10.1019642866299,-1.02034817054229,0.275686690069863,-3.70111509657474,0.000214654076715199,0.000991583959206315,downregulated
LOC102724770,11.3717016806386,-1.01907136591112,0.336660615279765,-3.0269990597631,0.00246994726657252,0.00776392364114519,downregulated
SMPD3,136.509323839914,-1.01671454641372,0.200550578418376,-5.06961662455399,3.9861782040922e-07,4.87494429552091e-06,downregulated
CPA5,11.1063496529583,-1.01671407631148,0.313999542661256,-3.23794763423689,0.00120392905481426,0.00425151269476666,downregulated
ABHD16B,2.1877544646382,-1.0134345793702,0.293203382690567,-3.45642185322169,0.000547397903957621,0.00217966314245633,downregulated
DBNDD1,18.2055149882568,-1.0111612528387,0.187441747525244,-5.39453598885449,6.87008567520608e-08,1.08487089758824e-06,downregulated
A1BG,16.1369420769614,-1.01087254772684,0.172694927823634,-5.85351614240343,4.8128751649503e-09,1.08709383587748e-07,downregulated
KLK2,2.30940225355791,-1.0081767393972,0.37206727788776,-2.70966247050978,0.00673517095204079,0.017954471713111,downregulated
UPK3A,20.1877349303807,-1.00626828067278,0.255313747818941,-3.94130080839354,8.10409183866205e-05,0.000438107691530313,downregulated
C2orf81,10.8166246585708,-0.999129196642789,0.22164825252512,-4.50772422187066,6.55266683793358e-06,5.2287725361915e-05,notsignificant
MZT2B,84.6900872208845,-0.994093598682194,0.182067791530812,-5.46001898701538,4.76083665696326e-08,7.90632670651776e-07,notsignificant
PGA5,5.22698670518197,-0.992192859293588,0.326950428942881,-3.03468896646386,0.00240783863145591,0.00760454579709987,notsignificant
SORBS3,148.62526357245,-0.992074488284627,0.153982070505862,-6.44279223565095,1.17295216255012e-10,3.91752965310338e-09,notsignificant
SULT2B1,6.82907670949683,-0.990875206022221,0.22822549988152,-4.34164984428392,1.41416781986643e-05,0.000100703516982736,notsignificant
COL26A1,2.53856353737904,-0.987234401859771,0.397965529670775,-2.48070329778682,0.0131123467123352,0.0314103253957715,notsignificant
SARDH,24.4591678233241,-0.98559317695147,0.176197210136782,-5.5936934312771,2.22289315906009e-08,4.17273437428569e-07,notsignificant
TMEM191B,7.5489583392236,-0.982960724141267,0.322072787990724,-3.05198315658254,0.00227334856986607,0.00726648099338228,notsignificant
TPGS1,63.3017984003661,-0.982774788701079,0.155492358691607,-6.32040569048315,2.6087750455873e-10,7.97337323780349e-09,notsignificant
NPDC1,55.0691000617512,-0.98134130522058,0.197375194234442,-4.97195865481934,6.62798424039398e-07,7.52788468741782e-06,notsignificant
ATP5F1D,335.783801832668,-0.979840898455076,0.195311669068885,-5.0168067434286,5.25373668013273e-07,6.18559631888486e-06,notsignificant
PRSS22,1.56780058855801,-0.9793064468539,0.429371945071701,-2.28078815603652,0.0225609855768518,0.0493071339510121,notsignificant
KCNA5,2.07931200114624,-0.977485443955989,0.296007238802636,-3.30223493151711,0.000959176967746734,0.00350743525764304,notsignificant
SELENOM,43.8500937443853,-0.97579214546134,0.19297889331358,-5.05647083318968,4.27086153109749e-07,5.17389295308325e-06,notsignificant
MMP17,66.8171837347002,-0.975450272542362,0.172898007385805,-5.64176700062101,1.68313773831715e-08,3.27920406549624e-07,notsignificant
CALY,2.2624899730175,-0.971941438131191,0.315532565352879,-3.08032052743656,0.00206777933362202,0.00671795047173137,notsignificant
SCX,3.30409334237622,-0.970849742955572,0.28001589617152,-3.4671236748677,0.00052605978746218,0.00210775167903276,notsignificant
GPR162,169.425112087566,-0.970020677704823,0.162319145820544,-5.97600900868005,2.28670360266041e-09,5.74933495182858e-08,notsignificant
HAPLN3,125.475644584912,-0.969678605273319,0.18387326603689,-5.27362474259186,1.33755264712344e-07,1.93092403797242e-06,notsignificant
SLC25A39,4958.29598277802,-0.967197914120411,0.205398519230274,-4.70888455157789,2.49076089527788e-06,2.30414581895131e-05,notsignificant
CPLX1,1.52973470605836,-0.967002932779846,0.369693149815779,-2.61569069716794,0.00890471811666203,0.0226993394981804,notsignificant
RPL13,12257.8498725479,-0.964990737840557,0.138304992937811,-6.97726609388907,3.0097932919284e-12,1.35117952222681e-10,notsignificant
C16orf74,43.5359457956627,-0.961972394553582,0.177858037794895,-5.40865291487656,6.35005565289892e-08,1.015219377118e-06,notsignificant
OLFM1,27.1422050392618,-0.961910808216267,0.289337642878261,-3.3245270081259,0.000885686544279241,0.00327798708267165,notsignificant
CD7,380.26344216885,-0.961620642119091,0.189636309063236,-5.07086774083137,3.96005917353215e-07,4.8462940341214e-06,notsignificant
VPREB3,40.7257808083381,-0.960641035319824,0.219306512411883,-4.38035799646309,1.18484486547451e-05,8.71662332172949e-05,notsignificant
CCL3,113.953497291511,-0.960163116229658,0.181800124057361,-5.28142167783512,1.28185279812592e-07,1.87152587768555e-06,notsignificant
IL5RA,200.83139655056,-0.957585082558224,0.246887033804207,-3.87863658857692,0.000105043541246429,0.000543545222626679,notsignificant
RBAK-RBAKDN,0.335336105531028,-0.95679977739958,0.596546163349308,-1.60389897074793,0.108736323744213,NA,notsignificant
HRH4,75.8040593360561,-0.954205913524925,0.245323604974751,-3.88958051396291,0.00010041764957985,0.000524432413036397,notsignificant
SPEG,26.3557662976923,-0.95419136199016,0.187812727395408,-5.080546857622,3.76349886031381e-07,4.64064029686878e-06,notsignificant
FLT3LG,144.379753337314,-0.948199567492171,0.184378427882668,-5.14268170295698,2.70844277639088e-07,3.5305855800571e-06,notsignificant
RHPN1,46.2429322090355,-0.947546834774597,0.168417862542802,-5.62616589753826,1.84259146721956e-08,3.54762904736755e-07,notsignificant
ARL6IP4,1088.8536528505,-0.946384845697855,0.171202419207824,-5.5278707513416,3.24140703661851e-08,5.76029708521287e-07,notsignificant
TCL1B,8.81310750277302,-0.945209856766324,0.299901439534666,-3.15173497744104,0.00162303512672483,0.0054704883638458,notsignificant
VEGFB,179.366594186442,-0.944118940116825,0.13913650280157,-6.78555893749378,1.15637930461455e-11,4.57519565751015e-10,notsignificant
TMEM121,11.5709192076904,-0.942997758532915,0.259835927188419,-3.62920466286829,0.000284295782280957,0.00125223701312009,notsignificant
FXYD2,7.73984211970622,-0.940964826705497,0.230728873585628,-4.07822745407843,4.53803591628971e-05,0.000269083407658259,notsignificant
KRT1,163.332431353693,-0.940428341282591,0.305104951640665,-3.08231097602825,0.00205400134923549,0.00668185077564597,notsignificant
C19orf33,17.1376097326835,-0.939325445390472,0.328231482248047,-2.8617774229244,0.00421272637525422,0.0120973798268844,notsignificant
NME3,66.8899241285453,-0.939027062629353,0.187064472352359,-5.01980440658224,5.17241188386307e-07,6.10982668853694e-06,notsignificant
DPP7,507.02613350616,-0.938062192578661,0.170403866151038,-5.50493491589683,3.69304677397128e-08,6.37959655173572e-07,notsignificant
CDKN1C,91.7155791799945,-0.934742606043156,0.246893522882041,-3.78601510129429,0.000153082375567978,0.000746017575791755,notsignificant
TPSB2,2.23886661984825,-0.934690035280466,0.453350333279281,-2.06173893933075,0.0392325971812989,0.0786136703537114,notsignificant
HLA-DQA2,205.037131214677,-0.933085053773794,0.352170705251289,-2.6495249032937,0.00806050314879223,0.0209115402341199,notsignificant
PCSK4,3.57919844595232,-0.931608607189848,0.293796599461972,-3.17093053117666,0.00151951476879926,0.00517681772670786,notsignificant
ZNF358,45.7813732774886,-0.931306123761191,0.167868591385889,-5.54782831065964,2.89239689869835e-08,5.18711624075062e-07,notsignificant
TSPAN4,77.2918624394644,-0.930935178854867,0.148012239142568,-6.28958243080273,3.18321045372372e-10,9.55069243132241e-09,notsignificant
RPL3L,9.28592864143491,-0.929319440556786,0.20148178323579,-4.61242413895664,3.97999820734873e-06,3.43305834828423e-05,notsignificant
CAPS,63.9754060516793,-0.92624864143258,0.158846838475517,-5.83108011668322,5.50697342093144e-09,1.23304148661204e-07,notsignificant
ARHGEF4,25.1539003286786,-0.924605869467216,0.17477137486726,-5.29037361049233,1.22066751133844e-07,1.79237002766025e-06,notsignificant
NAT8L,2.37517653097124,-0.923769240056608,0.309933664595322,-2.98053856544679,0.00287742004440849,0.0088169047896922,notsignificant
SLC25A6,1966.59727247123,-0.92348059253096,0.184204600083951,-5.01334164353163,5.34927937938862e-07,6.28165214531989e-06,notsignificant
FCN2,1.1300746715166,-0.921300139011363,0.483822762176657,-1.90420999389643,0.0568828406729408,0.106745011757978,notsignificant
CRIP1,1139.25068785959,-0.920626353524741,0.198555449759736,-4.63662092699422,3.54151038686763e-06,3.10541987259577e-05,notsignificant
BCAS4,121.903019352505,-0.919202439355499,0.166511846883607,-5.52034258558208,3.38339371898873e-08,5.95384689435338e-07,notsignificant
LTBP3,279.867092906484,-0.917626162670296,0.150169488656995,-6.11060323156766,9.9255249473469e-10,2.63928065143484e-08,notsignificant
TOP1MT,163.710403780052,-0.916984459090271,0.127497710155441,-7.19216414139763,6.37722958917982e-13,3.23388414265958e-11,notsignificant
ZDHHC11B,17.6082694968013,-0.915800963422495,0.239696874772205,-3.82066292809542,0.000133093447920923,0.000663330080141877,notsignificant
GATA3,214.96586416226,-0.915325634850722,0.15898989365581,-5.75713093331747,8.55555510590998e-09,1.8183837428169e-07,notsignificant
CT45A3,0.495190137888642,-0.915119510845754,0.792089482583065,-1.15532339586366,0.247958018669898,NA,notsignificant
TGFBR3L,1.65068651416317,-0.914973528412674,0.371347461290061,-2.4639283253319,0.0137423589043871,0.0326975872319291,notsignificant
KRT40,2.29156371347639,-0.91416351025034,0.382527679932379,-2.38979702177877,0.0168576866240875,0.0387270700194335,notsignificant
SHD,3.78943902879574,-0.912803915426668,0.294293778065207,-3.10167588804551,0.00192428517943392,0.00632711996350126,notsignificant
RPLP1,7285.16310749534,-0.912780302780476,0.153056001856763,-5.96370146683104,2.46587082103849e-09,6.14828345156992e-08,notsignificant
ATG9B,17.5753087042473,-0.912180187078915,0.198901840684888,-4.58608217972222,4.51640888495769e-06,3.8135268643062e-05,notsignificant
PKP3,1.2780927636264,-0.911378410341514,0.399397331190179,-2.28188407675551,0.0224961851786793,0.0492013516688842,notsignificant
IER5L,52.8182085626763,-0.910921826619435,0.124909650747542,-7.29264569365037,3.03926611379881e-13,1.62835918394661e-11,notsignificant
RPS28,2205.00573972404,-0.909447938625518,0.181938491421882,-4.99865603764227,5.77312789626514e-07,6.6963819837993e-06,notsignificant
SYT17,15.7336503345385,-0.909245489549799,0.188433807191247,-4.82527792174247,1.398081717243e-06,1.40135117337464e-05,notsignificant
RASA4B,176.72442608591,-0.909179054761572,0.140901637332847,-6.45257977104871,1.0996196697498e-10,3.70699499903294e-09,notsignificant
RPL18A,6552.95918303522,-0.908288889376394,0.146860246012206,-6.18471583726548,6.22144367466695e-10,1.74452381668776e-08,notsignificant
RASSF7,145.22725996133,-0.907082122944961,0.171957629379292,-5.27503272881359,1.32732397080552e-07,1.92232390365575e-06,notsignificant
TRIM73,5.10435761621959,-0.905304646995568,0.333653608435417,-2.71330692702759,0.00666153745413611,0.0177924328263143,notsignificant
FXYD1,3.6741306167352,-0.904811110498056,0.343120182470203,-2.63700929506422,0.00836405396941706,0.0215561488271218,notsignificant
RNF182,59.2545418380671,-0.901499144175231,0.395335174054026,-2.28034134916625,0.0225874512179816,0.049347002042003,notsignificant
CBR3,23.5022293940143,-0.901360313559812,0.217717517748737,-4.14004496689171,3.47237748352319e-05,0.000214221177033531,notsignificant
EZHIP,3.99356148260337,-0.900378920343322,0.273882123189905,-3.28746874697994,0.00101092409314233,0.00366612722094042,notsignificant
HDC,93.3164158033256,-0.899108912027155,0.24839418870149,-3.61968577738212,0.000294960980528324,0.00129194344804644,notsignificant
NAPRT,358.159843610163,-0.898908009359655,0.163214440153608,-5.50752744986079,3.63908680565152e-08,6.31734239877903e-07,notsignificant
GFRA2,20.5363209870392,-0.898557288146409,0.184475241062481,-4.87088285111425,1.11100700866434e-06,1.14680895470043e-05,notsignificant
RTN4RL1,4.07882230826553,-0.897496653391981,0.231184348307576,-3.88216875390682,0.000103528988953144,0.000537717501192874,notsignificant
CYP2S1,52.877381017561,-0.895234223780168,0.183416459680903,-4.88088269361235,1.05612052986103e-06,1.10280056720176e-05,notsignificant
NDUFS7,83.9450706873779,-0.893597325558363,0.190173898678108,-4.6988431733783,2.61639260863183e-06,2.40676033421513e-05,notsignificant
CCL4L2,124.467161416382,-0.893578969852983,0.240944397499978,-3.7086521999461,0.000208365400655289,0.000967000242999873,notsignificant
VPS51,565.56711788342,-0.89269684129109,0.1329610190797,-6.71397412166332,1.89393912549218e-11,7.20818015583727e-10,notsignificant
LTB,2058.93715213711,-0.891914667091807,0.131223737106059,-6.79690036849761,1.06893965267067e-11,4.28575760075221e-10,notsignificant
PRR22,4.84387555158699,-0.890377998617482,0.243471405829012,-3.65701259901866,0.00025517184287463,0.00114382557655107,notsignificant
SOAT2,6.91964668153895,-0.890252971418476,0.270105906239298,-3.29594041023954,0.000980928193881403,0.00357462942231843,notsignificant
GTPBP6,103.773886005793,-0.889934099350741,0.220163447126605,-4.04215191470446,5.29629000953345e-05,0.000305393378448498,notsignificant
NXPH4,2.52229097011773,-0.886450393565991,0.317094930042046,-2.79553631919769,0.0051813679587809,0.0144545151083176,notsignificant
HAGHL,20.6745582150144,-0.884435768418358,0.195507959333278,-4.52378394943339,6.07437319814123e-06,4.90582621412913e-05,notsignificant
MICOS10-NBL1,13.5553215784666,-0.884048835056116,0.223381192903345,-3.95757952388872,7.5713084540746e-05,0.000413276818648426,notsignificant
C12orf57,255.160776887903,-0.883486142921869,0.18485534326036,-4.77933787219512,1.75873426797382e-06,1.71046646634601e-05,notsignificant
ADORA1,3.84063269864917,-0.883168671223495,0.291613235703937,-3.02856168065067,0.00245720910622647,0.00773468759053838,notsignificant
FBLN2,12.345553877883,-0.882603340035998,0.213363372692577,-4.13662068094363,3.52458025974674e-05,0.000216921346447729,notsignificant
C2CD4D,18.5853560159307,-0.881479072048022,0.153146438073741,-5.75579218906538,8.62364195486056e-09,1.82853713158304e-07,notsignificant
ZNHIT2,23.041735854344,-0.878632941229075,0.185453045530827,-4.73776496209129,2.1608822655955e-06,2.03986379366807e-05,notsignificant
TRAPPC6A,116.034842623786,-0.877615591117601,0.173241731859407,-5.06584401863302,4.06594757578348e-07,4.9623856446952e-06,notsignificant
GPR20,6.41663479954105,-0.877339175278657,0.317142662366863,-2.76638648591457,0.00566813144114132,0.0155521570192693,notsignificant
PAOX,31.1689038186285,-0.875078523962576,0.163432567630623,-5.35437053121723,8.5854767591506e-08,1.31536810738918e-06,notsignificant
STPG3,1.87408954474877,-0.873257081606698,0.362175256100072,-2.4111450655409,0.0159025218668398,0.0369342276669914,notsignificant
CTTNBP2,10.6152905248607,-0.872847153441546,0.247094150453894,-3.53244765947793,0.000411731721698145,0.00170980264221684,notsignificant
RPL8,9851.26758097271,-0.871243199567284,0.127479469347249,-6.83438050086365,8.23601560602527e-12,3.43205446619599e-10,notsignificant
COX7A1,4.94481562093609,-0.869519819416795,0.243135689970267,-3.57627388855634,0.000348526500236983,0.00148571490818521,notsignificant
TESC,640.822069086904,-0.86934962930882,0.145354081499992,-5.98090965411844,2.21894928550427e-09,5.60245792954388e-08,notsignificant
L1CAM,5.8222573248514,-0.868940271793979,0.211407819154086,-4.11025606938714,3.95220590408436e-05,0.00023898513003004,notsignificant
NAPSA,332.567773640379,-0.868308542639126,0.159289611332283,-5.45113102716917,5.00504757471061e-08,8.26613453577435e-07,notsignificant
TIGD3,206.120193535109,-0.868098963288296,0.165700751499781,-5.23895610267912,1.61487441276278e-07,2.27294520551646e-06,notsignificant
FBP1,412.588284309561,-0.867721059624712,0.111348162159043,-7.79286377789795,6.5507234059524e-15,4.67960804579187e-13,notsignificant
FUOM,75.2859253176586,-0.86748521360798,0.181056525132573,-4.79123971352476,1.65753948940154e-06,1.62521927495678e-05,notsignificant
TAMALIN,45.9285111328705,-0.867087431833779,0.137963847505957,-6.28488874084452,3.2808857167346e-10,9.79477689430453e-09,notsignificant
ZG16B,17.7858114754852,-0.86604840780795,0.223497447259568,-3.8749812063944,0.000106632928831548,0.000550039719329507,notsignificant
CD207,2.58628150987757,-0.865999092980941,0.364700950630616,-2.374545751755,0.0175705585330695,0.0400690644429082,notsignificant
TP53I13,211.809343219168,-0.864995942676721,0.159579020814503,-5.42048659191989,5.94370305154227e-08,9.59628182366492e-07,notsignificant
TJP3,35.4870426306803,-0.864675678798554,0.178308163311671,-4.84933310252969,1.23877246810854e-06,1.26076556076448e-05,notsignificant
IGF2,4.89900717353637,-0.863415903056413,0.329954721661461,-2.61677086695032,0.00887659053376447,0.0226340485536583,notsignificant
CYP4F22,26.0409062790502,-0.862759118588397,0.233686278443285,-3.69195454836167,0.000222537241022896,0.00102222899027665,notsignificant
SRMS,1.23737421192179,-0.859932098914758,0.43761132754763,-1.96505904847987,0.0494074036353686,0.0952078869882152,notsignificant
SAP25,266.30919568524,-0.858445743957092,0.227494316377084,-3.77348215827147,0.000160984737144797,0.000778626340161375,notsignificant
METRN,39.2384945896188,-0.858188282388159,0.139224265432197,-6.16407118201751,7.08980471922851e-10,1.9547936163039e-08,notsignificant
NR4A1,77.7463994481977,-0.857792561654819,0.202379625226819,-4.2385322173289,2.24985899886945e-05,0.000149123570315345,notsignificant
FAM102A,790.16107310036,-0.85731821551131,0.151174823431292,-5.67103831214962,1.4193464988951e-08,2.82957648650162e-07,notsignificant
MIF,84.4006776016671,-0.854152477024746,0.279936099003188,-3.05124090842967,0.00227897640286066,0.00727929971687325,notsignificant
LDHD,16.4695092110515,-0.853702553464338,0.177963433981414,-4.79706720850023,1.61005591553621e-06,1.58424368860236e-05,notsignificant
FBLN5,67.8294490851253,-0.853575110305361,0.147403169630004,-5.79075139597008,7.00722297247396e-09,1.52090386198531e-07,notsignificant
TIFAB,12.2304217929547,-0.853352922422632,0.277803588306641,-3.07178509688902,0.0021278285777863,0.0068844662216587,notsignificant
CROCC,214.868196293993,-0.853344005665129,0.13170812550327,-6.47905360739449,9.22997092073639e-11,3.17095298692932e-09,notsignificant
ZNF524,131.083733741524,-0.851778251825313,0.155419644403684,-5.48050573074869,4.2411177852066e-08,7.14639595850232e-07,notsignificant
ADIRF,0.853452813452634,-0.850590751051256,0.516071373677862,-1.64820370676519,0.0993108764508047,0.167485909556389,notsignificant
LMTK3,39.051244112602,-0.850539658213092,0.158522240736965,-5.36542793149378,8.07575211109706e-08,1.24789433050617e-06,notsignificant
TAGLN,349.896542980018,-0.849305151964783,0.14822306446648,-5.72991224423681,1.00482604323686e-08,2.08637582818339e-07,notsignificant
SHARPIN,581.596886212975,-0.848734713694081,0.133273187257946,-6.36838310208176,1.91031283754692e-10,6.06515903025038e-09,notsignificant
RTN4R,9.16617786687434,-0.848180916296886,0.205827948177548,-4.12082481415614,3.7751841266981e-05,0.000229519975173317,notsignificant
ANO9,173.075822039867,-0.847769195547078,0.184397766741074,-4.59750251063231,4.27585477397998e-06,3.64287447426349e-05,notsignificant
SHISA8,1.88037224809883,-0.847731400021088,0.389488747139324,-2.17652347146719,0.0295161405661013,0.0617848328454599,notsignificant
PNMA8A,5.51602841160021,-0.847527016618474,0.286614391391761,-2.95702882365047,0.00310619079817532,0.00939003303925309,notsignificant
GNB1L,40.2155882814424,-0.84588608489208,0.154132525702401,-5.48804401301588,4.06408815119262e-08,6.90547445623824e-07,notsignificant
FAM110D,6.22106952104384,-0.844644809465012,0.256641597989225,-3.29114537971539,0.00099780332545849,0.00362584890288731,notsignificant
NOS3,18.4399899230923,-0.843857014861283,0.156722019405161,-5.38441897356954,7.26790340171577e-08,1.14367829578398e-06,notsignificant
COL6A1,12.4437459114052,-0.842032804503326,0.213056333746133,-3.95216039672704,7.7448797752568e-05,0.000421473173259289,notsignificant
EVPL,19.5377597861469,-0.841171903754635,0.227482024525572,-3.69775108828467,0.000217518023051933,0.00100326913937507,notsignificant
FLRT1,5.77002052442324,-0.840818303212959,0.213055947982513,-3.94646716590128,7.93127924344006e-05,0.000430910528199747,notsignificant
ALKBH7,115.079786473989,-0.839730975332454,0.161096628503304,-5.21259186572753,1.86220297289034e-07,2.56218234002551e-06,notsignificant
SFTPD,9.79058364058574,-0.838508027011703,0.276786441358242,-3.02944039779184,0.00245007242172978,0.00771627077256465,notsignificant
