,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
GLMN,91.7709889551401,-0.0263185085835387,0.0789779338775938,-0.333238757857722,0.738954063885097,0.80320317945052,notsignificant
CD86,977.827020038681,-0.0262720684383665,0.102628942370696,-0.25599083291214,0.797957915811069,0.850896718423816,notsignificant
TMC5,33.7217009696278,-0.0261878216252376,0.16379446275574,-0.159882215702801,0.872973858107509,0.909659376803159,notsignificant
H3C15,0.447801596575547,-0.0261634249116513,0.448873807608896,-0.0582868157334043,0.953520169181405,NA,notsignificant
PIK3CD,8204.02408367668,-0.0260701580392479,0.073166426287622,-0.356313125596218,0.72160608073166,0.788632386190587,notsignificant
CDNF,9.83087007583872,-0.0260643174832517,0.165070203074186,-0.157898378979626,0.874536875427937,0.910885176042562,notsignificant
ICE2,513.771621771219,-0.0259860381209871,0.0766162452469134,-0.33917138639777,0.734480623393263,0.79978421239127,notsignificant
PPID,712.53941137913,-0.025973911651294,0.0586628992892876,-0.442765563345367,0.657935314145826,0.736118802066697,notsignificant
ZNF546,111.926960346269,-0.0258518328209472,0.077744136358803,-0.332524535376358,0.739493216160397,0.803643638836068,notsignificant
ALCAM,565.729188341153,-0.0257377380840211,0.126233705009783,-0.203889587824633,0.838439781886725,0.882976070757273,notsignificant
NAXD,288.292239515635,-0.0257375628651653,0.064873114060715,-0.396736972439421,0.691561432868259,0.764475831408929,notsignificant
MTR,668.175425337261,-0.0256762040522104,0.096354826727268,-0.266475535521295,0.789872998287648,0.844426255429315,notsignificant
PDE4A,208.61864290735,-0.0256721838564824,0.109564984606903,-0.234310112382976,0.814744235872257,0.864546167649417,notsignificant
PHYKPL,1347.90632156338,-0.0255415042630762,0.056258080294511,-0.454005969086867,0.649824530541319,0.729339472396298,notsignificant
FOXN3,2333.95644174561,-0.0253991069392768,0.0666421669722957,-0.381126666391801,0.703109261129903,0.773725345000337,notsignificant
MEF2C,1034.01899644902,-0.0253826126915655,0.0855221455063676,-0.296795789456377,0.766622420240984,0.825649824060915,notsignificant
STRBP,307.627166213836,-0.0253447982687667,0.10722689741526,-0.236366050680487,0.813148637515987,0.863102127558796,notsignificant
UNC45B,11.7238661061713,-0.0253311443748083,0.160450272445212,-0.157875359067764,0.874555015149408,0.910885176042562,notsignificant
TRIM49D2,0.901481612324346,-0.0252859340544286,0.985606235655991,-0.025655209088241,0.979532350055194,0.98560960067596,notsignificant
CCDC59,390.152030715919,-0.0252585719529011,0.0682672916843447,-0.369995225088056,0.711386048172889,0.780876319463924,notsignificant
XCR1,20.4815150880415,-0.0252458625048117,0.2159041546102,-0.116930878659521,0.906914828362607,0.933837484423935,notsignificant
NUDT4,1092.90857896684,-0.025237826589246,0.0997387300252592,-0.253039381821429,0.800237780929273,0.852620770140198,notsignificant
ZFAT,303.189488681549,-0.0250614399490155,0.0838095233248839,-0.29902854657538,0.764918264492078,0.824455669823159,notsignificant
TRPM5,3.09649330309325,-0.0248941856697602,0.27941147011856,-0.0890950742258259,0.929006352026459,0.949632181544507,notsignificant
PDCD10,1569.55352979292,-0.024819323608954,0.0885453135268398,-0.280300815710938,0.779246725012143,0.835835080934123,notsignificant
MORN4,9.40170638947053,-0.0247350591770624,0.173326492999694,-0.142707896230879,0.886520880262459,0.918829459755011,notsignificant
SLC31A2,1772.52841072144,-0.0246486818723194,0.140380711490204,-0.17558453444681,0.860620353303938,0.900224210379383,notsignificant
IRF2BP2,1572.55571376228,-0.0245956667719927,0.0681746179075531,-0.360774545232438,0.71826799301488,0.786129645565045,notsignificant
PPP4R3A,2562.49889648426,-0.0245382101194989,0.0424212710430973,-0.578441180948343,0.562966297760045,0.653249922152658,notsignificant
DROSHA,436.356782521681,-0.0245216252880418,0.0693478030906553,-0.353603491317321,0.723636057508393,0.790514977077862,notsignificant
IFI30,11990.2661413964,-0.0244096129262736,0.111241690603079,-0.219428640412967,0.826316161788943,0.873837957147656,notsignificant
DCAF11,1979.24278026763,-0.0243880272171476,0.0584323453252768,-0.417372040800111,0.676406302154329,0.751608794951696,notsignificant
POFUT2,299.991906723524,-0.0243642725805154,0.0659063353136242,-0.369680281335242,0.711620725788145,0.781038672456907,notsignificant
CCDC34,39.6488908041753,-0.0243555314868816,0.137315913430413,-0.177368601194385,0.859218868880452,0.898916608216766,notsignificant
POLDIP2,903.893410788257,-0.0240993665276678,0.0492525457034663,-0.489301947411253,0.624627942564942,0.70733800226798,notsignificant
STOX1,7.2398982702372,-0.0240616527118575,0.293274900907313,-0.0820447049420775,0.934611163858378,0.953628644322311,notsignificant
SPATA2,285.394675045583,-0.0240367115882826,0.065883397492677,-0.364837159330685,0.715232965045945,0.784094990363382,notsignificant
PWP1,437.55910434261,-0.0240355712253852,0.0569063293786815,-0.422370788764835,0.672754396014746,0.748697121479814,notsignificant
WDR82,2808.6739399353,-0.0239891800140577,0.0625909228068777,-0.383269313476581,0.701520089564514,0.772543258845071,notsignificant
PSPC1,1308.05563923045,-0.0238878257853714,0.0434818347460656,-0.549374834913857,0.582748240324807,0.670670874717247,notsignificant
TMEM161B,306.627061107019,-0.0237973881414548,0.0747949951034802,-0.31816818904167,0.75035736139028,0.812245275399532,notsignificant
CDC42BPB,266.325792490777,-0.0237779813774889,0.0883742576986921,-0.269060040748051,0.787883479721698,0.842799833736408,notsignificant
ZSWIM4,81.3485621040727,-0.0237259479126792,0.0823370041695743,-0.288156560370053,0.773226898874962,0.830675576388797,notsignificant
TMEM50B,498.665326641356,-0.0237068091467712,0.059631989214555,-0.39755187541161,0.690960540499877,0.764093104618145,notsignificant
POLR1G,21.700260287556,-0.0236806009198551,0.112933456269245,-0.209686320618737,0.833912502756204,0.879584400128211,notsignificant
HAUS4,1919.2769738882,-0.0236533287242743,0.129619613507847,-0.182482635799885,0.855203980194467,0.896278864263888,notsignificant
SLC16A4,70.0956994599873,-0.0236172492303322,0.103171634022114,-0.228912234008721,0.818937131657308,0.867972107394458,notsignificant
CYYR1,50.5247368799246,-0.0235942961391283,0.276695722544256,-0.0852716331216665,0.93204544286382,0.951753499186227,notsignificant
MBTPS1,1301.98520100803,-0.0234757725269767,0.0578554542844977,-0.405765935421356,0.684914590219514,0.759132647034336,notsignificant
CERS3,11.5376559956021,-0.0234753474608587,0.160732236959631,-0.146052515070481,0.883879931831304,0.917034812139652,notsignificant
NUCKS1,1429.39162207059,-0.0233816022038407,0.0665611182347198,-0.351280189154699,0.725378155875327,0.791745441221587,notsignificant
RFT1,385.689900930636,-0.0233717146702557,0.0523703033024407,-0.446278008650877,0.655396439604373,0.734282219676246,notsignificant
HEY1,25.7978239714,-0.0233656937395532,0.226940533928151,-0.102959543344296,0.917995079987724,0.942041744272753,notsignificant
RHBDL1,6.08347128238251,-0.0233296284041672,0.218699104992096,-0.106674549056844,0.915047174282203,0.939953165844692,notsignificant
CPXM1,6.34597566881181,-0.0233265698993488,0.242129087320801,-0.0963393954747906,0.92325102351922,0.945340858713576,notsignificant
ZNF251,131.494370086925,-0.0232621117449316,0.0831736438568752,-0.279681286838423,0.779722036543414,0.836106510713279,notsignificant
ACIN1,4338.65835024505,-0.02325395252136,0.0424299165630252,-0.548055579765724,0.583653740057288,0.671326728548418,notsignificant
DCTN2,1613.47144318652,-0.0232310336850956,0.0710421784616418,-0.327003396969855,0.743665315929158,0.806813898472652,notsignificant
ABHD6,111.118325153051,-0.0231716748466684,0.0896857959353473,-0.258365046605289,0.796125189789425,0.849344889569114,notsignificant
DNAJC2,418.245330054017,-0.0231695320497324,0.062875056199146,-0.368501174398109,0.712499569616829,0.781764932787356,notsignificant
METTL25,178.400619329235,-0.0230949619471394,0.0586109589909927,-0.394038288141449,0.693552771435454,0.765954931618493,notsignificant
SCN4A,6.1966487799247,-0.023018150805991,0.23820406530992,-0.0966320653513736,0.923018591180024,0.945229004973138,notsignificant
SPECC1L,382.6214512362,-0.0230140383579725,0.0558527260979293,-0.412048613663385,0.680303791687682,0.755231182656738,notsignificant
RPRML,1.23212081597332,-0.022884914257984,0.420773481593954,-0.0543877294055997,0.956626254901396,0.970316984490361,notsignificant
SH3PXD2A,227.019919779277,-0.0228501035690769,0.0939745125111232,-0.243152137302891,0.807887543155464,0.858687580556455,notsignificant
CFI,2.45343119979519,-0.0228300358554909,0.256444049136435,-0.0890254070327236,0.929061718392803,0.949634854332684,notsignificant
NFATC4,4.53022475500757,-0.0228258587126378,0.255678473488394,-0.0892756374880106,0.928862855212648,0.949632181544507,notsignificant
PDPR,706.484473970205,-0.0228078980917739,0.0820017218708138,-0.27813925819394,0.780905460549902,0.837176042211728,notsignificant
EBP,289.978685235755,-0.0227172591869435,0.109383812998942,-0.207683921085867,0.835475773060009,0.880552546466115,notsignificant
PUS3,152.442851409276,-0.0227084793556711,0.0708900182841733,-0.320333946940749,0.748715191914567,0.811225591142523,notsignificant
EIF2A,1005.21338232073,-0.0226734981359989,0.0565147258787615,-0.401196286161581,0.688275614823323,0.762060250817975,notsignificant
SDAD1,485.031388032451,-0.0226404902948253,0.0768438284506197,-0.294629910447189,0.768276610652966,0.827085010463742,notsignificant
ARAP3,1883.63082968309,-0.0225341400109792,0.101944172415863,-0.221043925091228,0.825058231495276,0.872866612798423,notsignificant
SRP19,709.405452871045,-0.0224900774912908,0.0523207609021266,-0.429849969754104,0.66730478079273,0.743920031200812,notsignificant
ATP6V0B,5355.95914655704,-0.0224580952926139,0.096828785818845,-0.231936144842612,0.816587610358473,0.866042780822036,notsignificant
ZSCAN5A,51.0995910114931,-0.0223995109950449,0.084856992045729,-0.263967770422194,0.791804753640642,0.845994824666075,notsignificant
RFXAP,87.9990950335449,-0.0223914395032161,0.0844409611727025,-0.265172721772081,0.790876407782696,0.845207911068188,notsignificant
CCM2L,5.64505469720132,-0.022307179670606,0.258033412653208,-0.0864507407828862,0.93110811256186,0.951078543028745,notsignificant
TRIM4,686.520813154338,-0.0220662271587635,0.0570048346947162,-0.387093959256912,0.698686649515914,0.770064662611457,notsignificant
ANKRD11,2812.34920880681,-0.0220070407680999,0.0683764867124315,-0.321851002094538,0.747565574240688,0.810264041632902,notsignificant
NDUFA12,448.915801583587,-0.0219016713907903,0.0687536215066576,-0.318552985440476,0.750065509552044,0.812044701885729,notsignificant
SCCPDH,264.721869697256,-0.0218639428096089,0.0842894776536963,-0.259391129453156,0.79533347323251,0.848802062196564,notsignificant
SZT2,1200.79062078141,-0.0217366302767629,0.0511905486572797,-0.424621943833607,0.671112293673422,0.747270608880898,notsignificant
PGBD2,202.160451910353,-0.0217280624046317,0.0549068457229971,-0.395725926676773,0.692307226861332,0.765075744988121,notsignificant
CEP70,81.7322667639418,-0.0216434162929585,0.111005028337667,-0.194976899849267,0.845411031801659,0.88823913823354,notsignificant
UBE2V2,449.78477980298,-0.0216294221649847,0.051083227248106,-0.423415342572871,0.671992252838944,0.747987666827841,notsignificant
MECP2,1670.18577035018,-0.0216180405284678,0.0435577530768179,-0.496307522804093,0.619677459492027,0.70310308998963,notsignificant
HDAC1,1677.20689661487,-0.021529809272129,0.0324085390471934,-0.664325202712077,0.506482193886225,0.602764824868822,notsignificant
ZHX2,706.63954475034,-0.0214812948713751,0.0610123909584116,-0.352080856592189,0.724777624610056,0.79128187265633,notsignificant
ENAM,14.3868127509389,-0.0213954189328449,0.180666732684645,-0.118424784767601,0.905731088551294,0.933205760994757,notsignificant
PYY,1.01596476850455,-0.0213665385358465,0.406706194687533,-0.052535562071441,0.958101960011629,0.97111669738272,notsignificant
KANSL2,459.086570645236,-0.0213454427527754,0.0456782241253642,-0.467300188689314,0.640285121474492,0.720671048942341,notsignificant
UFC1,918.78956788785,-0.0213238349025048,0.0604603827583899,-0.352691033857965,0.724320081906642,0.791085277326925,notsignificant
MED24,357.996275275423,-0.0212818285794875,0.0782217923952681,-0.272070326283842,0.785567945387519,0.840872526630165,notsignificant
SNX9,288.753518285066,-0.0212116254897047,0.0890185080686992,-0.238283318266071,0.811661358867232,0.861986182663436,notsignificant
SPO11,1.08419662090311,-0.0211976346211105,0.615699022456526,-0.0344285663091292,0.972535404349222,0.981085275390604,notsignificant
ZFYVE27,829.439631296308,-0.0211671905768928,0.0489735746917208,-0.432216572103143,0.665584015833715,0.742369482840058,notsignificant
CASK,368.499923713601,-0.0211618995848203,0.0728537600115489,-0.290470932199872,0.771455985359517,0.829317487665234,notsignificant
RAB28,265.632451189445,-0.0210559138757507,0.050996257871954,-0.412891352314904,0.679686217151629,0.754679463706093,notsignificant
GALNT16,11.0749798293701,-0.0209526368879756,0.172256299978728,-0.121636403954823,0.903186981354626,0.931482824553443,notsignificant
ZNF80,53.4943821525836,-0.0209228059183054,0.114649270535699,-0.18249401693132,0.855195049318349,0.896278864263888,notsignificant
PRKRA,208.67405003712,-0.0208456584056449,0.0628731723541203,-0.331550924267604,0.740228381949209,0.804199838977046,notsignificant
CNOT2,1186.12964541037,-0.0208122693105211,0.0407301024675399,-0.510980038096087,0.609365034692491,0.693895208712393,notsignificant
PRELID3A,3.5798700533426,-0.0207665480322806,0.198104956140165,-0.104825989399214,0.916513887101193,0.940976559575435,notsignificant
TBCEL,221.11508408384,-0.0207522255631584,0.10868166719469,-0.190945042515618,0.848568650520928,0.890673013041674,notsignificant
ICAM5,11.3871164778431,-0.0207400007841537,0.184889473717794,-0.11217513018513,0.910684547930065,0.936861719631809,notsignificant
AZGP1,1.91963246874965,-0.0205817327314741,0.474717140825103,-0.043355781709717,0.965417925616286,0.975989975680597,notsignificant
SEH1L,277.02850474488,-0.0205638180368341,0.0584539234999482,-0.351795342477778,0.724991751738506,0.791419654041391,notsignificant
ACVRL1,42.4355348934713,-0.02055813136338,0.162157992964492,-0.126778402886879,0.899115789790114,0.928888519242561,notsignificant
GPN1,353.374512317781,-0.0205107246992406,0.0513494950900056,-0.399433814554347,0.689573582369598,0.763055759462218,notsignificant
RANBP3L,5.35569720183459,-0.0204303929344488,0.263639712592751,-0.0774936094927701,0.938230874873885,0.956725513168669,notsignificant
HCN3,14.9639300054823,-0.0204188409189259,0.122756205101699,-0.166336527770712,0.867892121427545,0.905727186663111,notsignificant
LOC102723655,1.04367804858095,-0.0203678573916081,0.520781564509974,-0.0391101735922106,0.968802549822621,0.978367749461844,notsignificant
OR8H2,1.10776275661087,-0.0203444959745136,0.650688009140696,-0.0312661301402813,0.975057301427235,0.982311179432917,notsignificant
MTG2,416.090072670286,-0.020296068189947,0.069482682910566,-0.292102540370683,0.770208224414942,0.828470868541933,notsignificant
AP1S1,215.376307161146,-0.0202547886333515,0.0931430200501435,-0.217459006831079,0.827850650391818,0.87503458190666,notsignificant
NSMCE4A,342.792411841095,-0.0202351939283672,0.0718459495317577,-0.281646969108853,0.77821422133815,0.834937267568352,notsignificant
COMMD10,236.38093615102,-0.0202107760430236,0.0678432138633321,-0.297904165975061,0.765776308253331,0.825013282913752,notsignificant
SLC4A7,542.348289561028,-0.0201698472583103,0.132174170820868,-0.152600520457555,0.878713314541303,0.913472142309438,notsignificant
CCNL2,1736.26398860179,-0.0201205476539068,0.049031274453613,-0.410361506571531,0.681540779239648,0.756255061171652,notsignificant
KATNAL2,48.7329237080827,-0.0200592054195853,0.0863428328380679,-0.232320445834867,0.816289133337462,0.86577723315507,notsignificant
MYO1E,168.369232019036,-0.0199948792037514,0.101293987524404,-0.197394531426993,0.84351880872341,0.886768605152933,notsignificant
IL20RB,19.5618044654903,-0.0199700742404059,0.101800656292333,-0.196168423345516,0.844478342370973,0.887528985331301,notsignificant
STYX,660.876334747161,-0.0199252724274064,0.0522046414763398,-0.381676262185172,0.702701509521932,0.773420845719019,notsignificant
SAAL1,117.085398585455,-0.0198618775875363,0.0761912974175825,-0.260684333522753,0.794335948478754,0.847988836180663,notsignificant
RAB26,17.485748407312,-0.0198377093057173,0.167945331725055,-0.118120040027036,0.905972544964164,0.933347702554932,notsignificant
CSNK2A1,1125.68973142555,-0.0197787690468907,0.0387042740565074,-0.511022865795497,0.609335045637511,0.693895208712393,notsignificant
KIFBP,141.046092758094,-0.0197317441700052,0.0602529003454937,-0.327482064047742,0.743303306573255,0.806550364800665,notsignificant
DDX20,322.469946662389,-0.0197223394465288,0.0491748952313879,-0.401065205197229,0.688372117513937,0.762073357080493,notsignificant
LEMD1,1.10497132598675,-0.0197034451599899,0.560455300537707,-0.0351561402686105,0.971955235588606,0.980726313046695,notsignificant
CDC37L1,317.760778017349,-0.0196468732795938,0.0551129890865119,-0.356483536916384,0.721478479017315,0.788588681194275,notsignificant
HLX,473.589881274308,-0.0195877194982823,0.138086906769237,-0.141850664603677,0.887197964084639,0.919372423984093,notsignificant
REXO2,214.378072841631,-0.0195852756507843,0.0883151645698551,-0.221765715391866,0.824496270056155,0.872323353132583,notsignificant
MYADM,6015.85051917825,-0.0195832150948471,0.109972385088823,-0.178073932642546,0.85866491356,0.898493709248263,notsignificant
EFCAB13,95.5707564907374,-0.0195462369991499,0.121140920564985,-0.161351233819166,0.871816773093842,0.908558848514261,notsignificant
LPAR3,6.63510623723653,-0.0194330471121223,0.214309996888981,-0.0906772777482197,0.927749025966354,0.948777933616219,notsignificant
SPRING1,521.205490452671,-0.0194330295145575,0.0536693686933509,-0.362087909503676,0.717286338342612,0.785495220504578,notsignificant
RNF20,1232.70778178603,-0.019430010573454,0.051151333936734,-0.379853448152219,0.70405420475415,0.774623138612896,notsignificant
ATP5IF1,781.096754734528,-0.0194177210787137,0.0731911227218803,-0.265301587905672,0.790777141356013,0.845192073780855,notsignificant
TMEM61,0.131467313504603,-0.0194037067550891,1.84161829198818,-0.0105362261221576,0.991593463386116,NA,notsignificant
AMY2B,509.428592752132,-0.0193855821748304,0.0770751823789584,-0.251515229370676,0.801415789219593,0.853572774673477,notsignificant
SUPT4H1,2743.21121265729,-0.019301992919468,0.102178276044483,-0.188905055621265,0.850167231106639,0.891986857115149,notsignificant
AGAP9,50.7963261072401,-0.0191565472402082,0.144029812286993,-0.133004042260619,0.894190183643386,0.925020784159765,notsignificant
ISCU,1882.77074127099,-0.0191368668328073,0.0644685249343789,-0.296840463657052,0.766588311478486,0.825649824060915,notsignificant
NLRP12,2463.86486504654,-0.0191332466861861,0.0979537649625561,-0.195329364762038,0.845135110041206,0.8881144083604,notsignificant
ALDOB,7.64466889789583,-0.0191171891817283,0.202775260434473,-0.0942777197808411,0.924888548112287,0.946637558868129,notsignificant
DNAJC28,11.0421497681212,-0.0191057577978438,0.122298868448007,-0.156221868937129,0.87585813944743,0.911559897611278,notsignificant
DPY30,387.601956811408,-0.0189880437605704,0.0582177915640958,-0.326155342729984,0.744306826828325,0.807412563818229,notsignificant
RAD51AP2,0.72102907155425,-0.0189768418796856,0.761866631184922,-0.0249083515446413,0.980128065732763,NA,notsignificant
WFDC10B,0.832432080306174,-0.0189556348258529,0.590180337723356,-0.0321183774081241,0.974377647918151,0.98190474797484,notsignificant
PPP3CC,501.748929351094,-0.018952899721864,0.0872137614770866,-0.217315471788743,0.827962500453956,0.875064928854113,notsignificant
ANXA2,6328.21395344418,-0.0189235253619789,0.073467901672353,-0.257575416354923,0.796734604558274,0.849843950421168,notsignificant
FAM133B,364.355845237224,-0.0189229606552974,0.0638828746690021,-0.296213355352955,0.767067150173898,0.826036034771406,notsignificant
PRPF18,472.474061081647,-0.0188840087301012,0.0676284516279162,-0.279231717946151,0.780067003894364,0.836426600995076,notsignificant
EPOR,248.207260902067,-0.0188729058879859,0.0810678738939949,-0.232803760373244,0.815913792793121,0.865634140609487,notsignificant
TIAL1,1400.21461693836,-0.018783724829578,0.0377304243176985,-0.497840275301834,0.618596626016247,0.702073689686485,notsignificant
PTGES,41.4954668984131,-0.0187041331279424,0.246182068353831,-0.0759768298845364,0.939437531979458,0.957901696442606,notsignificant
RNF103,538.321812789149,-0.0186566756669243,0.0865856956155798,-0.215470644825164,0.829400396578692,0.876378818994519,notsignificant
MTPAP,191.947157914583,-0.018646175462809,0.0636250729458837,-0.293063325501702,0.769473748634483,0.828027163782531,notsignificant
TCFL5,238.745084335454,-0.0184501493236192,0.0758473572899635,-0.243253687179693,0.807808879212412,0.858654667193071,notsignificant
RCN1,200.634736096257,-0.0183783955734667,0.0908496397540323,-0.202294644461163,0.839686386528239,0.883828267024852,notsignificant
PPP2R5D,405.780091948717,-0.0183390820298235,0.0570560659928068,-0.321422125951262,0.747890517885839,0.810469847277924,notsignificant
RIPK3,638.153487624573,-0.0181751583261154,0.0853958810566817,-0.212834133230051,0.83145633917278,0.877510900731441,notsignificant
CCDC196,14.8327357382562,-0.0181464201499651,0.190788691281801,-0.0951126611753013,0.924225341505913,0.9461956663893,notsignificant
CD33,869.134658586898,-0.0181034888816615,0.0822463520412808,-0.220112970756139,0.825783173322931,0.873428242430047,notsignificant
NDUFA4,1231.79170725494,-0.0180929831971394,0.0882502949824003,-0.205018954336047,0.837557316146228,0.882356437573993,notsignificant
COPS8,356.41031144302,-0.0180567891846958,0.0584809131605132,-0.308763803587252,0.757501205178045,0.818470481700688,notsignificant
IFNA8,0.453369493701167,-0.0179801509974053,0.832493153750368,-0.0215979565914807,0.982768663556398,NA,notsignificant
MSI2,625.185899865587,-0.0179729488424504,0.079266062121358,-0.226742042703388,0.820624333060115,0.86914627544556,notsignificant
PIGK,432.609800980875,-0.017955445822981,0.0759487334226262,-0.236415342479323,0.813110392009284,0.863102127558796,notsignificant
SMAD3,748.626922708571,-0.0177832214503949,0.097415268544585,-0.182550658804127,0.855150602207626,0.896278864263888,notsignificant
TTI2,223.04247115163,-0.0177633519466996,0.0486571910478734,-0.365071463521649,0.715058061780328,0.783984423269487,notsignificant
SUMO3,805.312579528541,-0.0176988315908286,0.0595143795575927,-0.297387483871881,0.766170698114961,0.825262065904716,notsignificant
HPCA,1.17381215381531,-0.0176579694177049,0.434567108628695,-0.0406334696462089,0.967588101262879,0.977525169702809,notsignificant
PPP3CA,1993.6031803876,-0.0176204023136655,0.0807403605022582,-0.218235368334437,0.827245729197989,0.874666839951967,notsignificant
ZNF276,1532.24344553572,-0.0176197568541814,0.0557363000667063,-0.316127134974761,0.751906011330932,0.813548023559289,notsignificant
BTRC,280.03399219764,-0.0175973056790741,0.0612426512774632,-0.287337424360493,0.77385396976331,0.831200427427154,notsignificant
PRKCH,1382.68161001484,-0.0175373507929513,0.0991852418931061,-0.17681411526779,0.859654401365692,0.899267739751594,notsignificant
TTC32,251.080464708203,-0.0174683175887329,0.0820688872948152,-0.212849450803222,0.831444391236399,0.877510900731441,notsignificant
EPS8L1,28.1992305905637,-0.0174337290429982,0.149334343345999,-0.116742931681866,0.907063768297627,0.933884012404569,notsignificant
FBXO4,98.0943611137932,-0.0173926889565516,0.084914827442674,-0.204825111000707,0.837708767186945,0.882412710760643,notsignificant
EXD2,80.9526847904147,-0.0173854218521448,0.080742922941222,-0.215318212653767,0.829519230985649,0.876401502212785,notsignificant
DAG1,215.05400883687,-0.0173590153347904,0.058270801196672,-0.297902465356557,0.765777606257027,0.825013282913752,notsignificant
ASTE1,230.916701749998,-0.0172813234654039,0.0563220457242726,-0.306830535772892,0.758972364429937,0.819666476961289,notsignificant
UTP6,908.641655058561,-0.0172805167698654,0.047566214773196,-0.363293923055722,0.716385332394956,0.78488960543342,notsignificant
TMEM254,142.949016298462,-0.0172399073954142,0.0757561614245587,-0.227571026187519,0.81997974670129,0.868668004479293,notsignificant
MGAT4B,1010.91253468285,-0.0171867752217554,0.0818015585547208,-0.210103273402284,0.833587070696469,0.879308480017324,notsignificant
PACSIN1,37.3883545714643,-0.0171384540861324,0.171608117809815,-0.0998697165662416,0.92044775880128,0.943455022145456,notsignificant
SAP18,1532.82853726664,-0.0167718746289804,0.0390813599624984,-0.42915278908089,0.667812037654528,0.744347241771829,notsignificant
FAM90A1,15.178888927917,-0.016753085445999,0.187917247134118,-0.0891513988284546,0.928961589621912,0.949632181544507,notsignificant
RTF2,3606.79671291884,-0.0167335407630093,0.0716718500118625,-0.233474380251657,0.815393061481066,0.865132662980029,notsignificant
DEPTOR,10.8058572394259,-0.0166596327820522,0.138178276371166,-0.120566222271453,0.904034624346417,0.932098013028877,notsignificant
CRLS1,323.023715350689,-0.0164906999489903,0.0786855617776403,-0.209577202938346,0.833997673913367,0.879584400128211,notsignificant
TNFRSF11A,27.426936591665,-0.0163784211753177,0.12643424788861,-0.129541017950669,0.896929570726282,0.927268485167089,notsignificant
DCK,866.739858634775,-0.0163615414510313,0.0725061694467039,-0.225657231320956,0.821468024531661,0.869835149557023,notsignificant
FAM171A2,6.25452325330729,-0.0162562874519705,0.20419292880581,-0.0796123918053521,0.936545539266813,0.955277511353684,notsignificant
EXOC6B,176.446306217515,-0.0161951369073893,0.0888702843930888,-0.182233431770684,0.855399537483286,0.896327268554954,notsignificant
CLBA1,23.2227043873239,-0.0161713513267333,0.12405285658391,-0.130358556602805,0.89628275377911,0.926759456262581,notsignificant
GAL3ST2,0.814053625390797,-0.0161298172142331,0.625899012662253,-0.0257706385342024,0.979440281123374,0.985572048115314,notsignificant
JOSD1,896.764912698492,-0.0160853243745382,0.0634175231119389,-0.253641636967527,0.799772426600579,0.852326735949776,notsignificant
DIDO1,1831.01817817173,-0.0160491289889459,0.0397169821849006,-0.404087322501743,0.686148507106974,0.760125872303984,notsignificant
MPHOSPH6,177.392595586979,-0.0159446496696674,0.0685823576507223,-0.232489086345947,0.816158162857432,0.865740336324288,notsignificant
CAVIN3,7.05344438214949,-0.0159399038860574,0.282576214282214,-0.0564092201693166,0.955015812019374,0.969174961833968,notsignificant
ARHGAP27,5141.04788446568,-0.0159316734376823,0.0752830457874273,-0.211623656708413,0.832400651926066,0.878414709887627,notsignificant
IRF5,1058.59729454137,-0.0159268992423131,0.0920803519457342,-0.172967401902409,0.862677050891929,0.901696119732712,notsignificant
SPOCK1,18.8722233470753,-0.0158433847378058,0.126204380583448,-0.125537518306109,0.900098024649954,0.929263327392813,notsignificant
AGBL3,43.5006657785237,-0.0157981156643868,0.100307162846688,-0.157497383198177,0.874852870063427,0.911037274650421,notsignificant
HAS1,23.478252787546,-0.0157620094834633,0.209373617550161,-0.0752817363901502,0.939990552491934,0.958340733827869,notsignificant
SAP130,503.225930637171,-0.0156734073734517,0.0614172990782579,-0.255195321329266,0.798572244507025,0.851350085610297,notsignificant
UPP2,4.15620100298599,-0.0156451148785834,0.296809540922614,-0.0527109567635581,0.957962208928811,0.97111669738272,notsignificant
ELAVL1,536.810435279524,-0.0156418551265541,0.0410645897863122,-0.380908593217408,0.703271075869381,0.773846994278094,notsignificant
GANAB,2419.02335109554,-0.0156149388432907,0.0431277116572346,-0.362062772247073,0.71730512243653,0.785495220504578,notsignificant
TMED6,9.61660452204312,-0.0155684655099776,0.142563853201781,-0.109203456278236,0.913041118993221,0.938427988816212,notsignificant
ZZZ3,472.108424245829,-0.0155022463685894,0.0835851765234984,-0.185466454859149,0.852863188938452,0.894242129842741,notsignificant
RBBP7,673.943024050964,-0.0154915110732541,0.0565834345699227,-0.273781738259641,0.784252358364312,0.839963764592714,notsignificant
CD93,5249.28507728547,-0.0154581646027088,0.105322215466214,-0.146770218745233,0.883313392075031,0.91671899481925,notsignificant
CBX4,707.301559963883,-0.015378109143326,0.0751483602687459,-0.204636655920778,0.837856014114137,0.882464542831891,notsignificant
TERF1,415.14207593561,-0.0153362335495301,0.0493943433425278,-0.310485624703626,0.756191689544888,0.817497165216615,notsignificant
PRKAR1B,149.309144925371,-0.0153277771191118,0.151566189068018,-0.10112926381116,0.919447847962189,0.942997527849088,notsignificant
PREP,433.788080590265,-0.0152498039292185,0.0589822740162824,-0.258548931582541,0.795983290287099,0.849243832854166,notsignificant
MUL1,418.060274488309,-0.0151144076107414,0.0587479641102315,-0.257275428002604,0.796966159776367,0.849990213181714,notsignificant
